input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	uniq_SCG_hits	perc_comp	perc_redund
GCF_001922545.1	GCF_001922545.1	ASM192254v1	29519	Borreliella garinii	strain=CIP 103362	latest	Complete Genome	14	93.33	0.00
GCF_001931675.1	GCF_001931675.1	ASM193167v1	445709	Pandoraea thiooxydans	strain=ATSB16	latest	Complete Genome	14	93.33	0.00
GCF_001932615.1	GCF_001932615.1	ASM193261v1	1631871	Weissella jogaejeotgali	strain=FOL01	latest	Complete Genome	14	93.33	0.00
GCF_001936235.1	GCF_001936235.1	ASM193623v1	109790	Lactobacillus jensenii	strain=SNUV360	latest	Complete Genome	14	93.33	0.00
GCF_001936255.1	GCF_001936255.1	ASM193625v1	1365188	Borrelia anserina Es	strain=Es	latest	Complete Genome	14	93.33	0.00
GCF_001936335.1	GCF_001936335.1	ASM193633v1	1423721	Lactobacillus amylophilus DSM 20533 = JCM 1125	strain=DSM 20533	latest	Complete Genome	14	93.33	0.00
GCF_001940525.2	GCF_001940525.2	ASM194052v2	1915078	Thioclava nitratireducens	strain=25B10_4	latest	Complete Genome	14	93.33	0.00
GCF_001941345.1	GCF_001941345.1	ASM194134v1	1705	Corynebacterium stationis	strain=622=DSM 20302	latest	Complete Genome	14	93.33	0.00
GCF_001941425.1	GCF_001941425.1	ASM194142v1	649754	Corynebacterium ammoniagenes DSM 20306	strain=DSM 20306 = 9.6	latest	Complete Genome	14	93.33	0.00
GCF_001941445.1	GCF_001941445.1	ASM194144v1	1431546	Corynebacterium aquilae DSM 44791	strain=S-613	latest	Complete Genome	14	93.33	0.00
GCF_001941465.1	GCF_001941465.1	ASM194146v1	28028	Corynebacterium flavescens	strain=OJ8	latest	Complete Genome	14	93.33	0.00
GCF_001941485.1	GCF_001941485.1	ASM194148v1	1437875	Corynebacterium frankenforstense DSM 45800	strain=ST18	latest	Complete Genome	14	93.33	0.00
GCF_001941505.1	GCF_001941505.1	ASM194150v1	1437874	Corynebacterium sphenisci DSM 44792	strain=DSM 44792	latest	Complete Genome	14	93.33	0.00
GCF_001941565.1	GCF_001941565.1	ASM194156v1	161895	Corynebacterium phocae	strain=M408/89/1	latest	Complete Genome	14	93.33	0.00
GCF_001941805.1	GCF_001941805.1	ASM194180v1	40215	Acinetobacter junii	strain=65	latest	Complete Genome	14	93.33	0.00
GCF_001945665.1	GCF_001945665.1	ASM194566v1	1674146	Borrelia mayonii	strain=MN14-1420	latest	Complete Genome	14	93.33	0.00
GCF_001941825.1	GCF_001941825.1	ASM194182v1	1141883	Massilia putida	strain=6NM-7T	latest	Complete Genome	14	93.33	0.00
GCF_001951155.1	GCF_001951155.1	ASM195115v1	1229726	Gramella flava JLT2011	strain=JLT2011	latest	Complete Genome	14	93.33	0.00
GCF_001941945.1	GCF_001941945.1	ASM194194v1	257708	Roseomonas gilardii	strain=U14-5	latest	Complete Genome	14	93.33	0.00
GCF_001951175.1	GCF_001951175.1	ASM195117v1	392416	Lactobacillus crustorum	strain=MN047	latest	Complete Genome	14	93.33	0.00
GCF_001953055.1	GCF_001953055.1	ASM195305v1	472175	Nitratireductor basaltis	strain=RR3-28	latest	Complete Genome	13	86.67	0.00
GCF_001953075.1	GCF_001953075.1	ASM195307v1	930806	Halioglobus pacificus	strain=RR3-57	latest	Complete Genome	14	93.33	0.00
GCF_001953175.1	GCF_001953175.1	ASM195317v1	1839801	Dehalogenimonas formicexedens	strain=NSZ-14	latest	Complete Genome	14	93.33	0.00
GCF_001953195.1	GCF_001953195.1	ASM195319v1	487316	Acinetobacter soli	strain=GFJ2	latest	Complete Genome	14	93.33	0.00
GCF_001953955.1	GCF_001953955.1	ASM195395v1	1122984	Prevotella intermedia ATCC 25611 = DSM 20706	strain=ATCC 25611	latest	Complete Genome	14	93.33	0.00
GCF_001955735.1	GCF_001955735.1	ASM195573v1	81479	Rhodoferax antarcticus	strain=DSM 24876	latest	Complete Genome	14	93.33	0.00
GCF_001955715.1	GCF_001955715.1	ASM195571v1	1484693	Rhodoferax saidenbachensis	strain=DSM 22694	latest	Complete Genome	14	93.33	0.00
GCF_001969365.1	GCF_001969365.1	ASM196936v1	299262	Tateyamaria omphalii	strain=DOK1-4	latest	Complete Genome	14	93.33	0.00
GCF_001956985.1	GCF_001956985.1	ASM195698v1	1387353	Paludisphaera borealis	strain=PX4	latest	Complete Genome	14	93.33	0.00
GCF_001971565.1	GCF_001971565.1	ASM197156v1	108981	Acinetobacter schindleri	strain=ACE	latest	Complete Genome	14	93.33	0.00
GCF_001969385.1	GCF_001969385.1	ASM196938v1	1229727	Salipiger profundus	strain=JLT2016	latest	Complete Genome	14	93.33	0.00
GCF_001971705.1	GCF_001971705.1	ASM197170v1	588898	Haloterrigena daqingensis	NA	latest	Complete Genome	14	93.33	6.67
GCF_001971745.1	GCF_001971745.1	ASM197174v1	1486034	Lacinutrix venerupis	strain=DOK2-8	latest	Complete Genome	14	93.33	0.00
GCF_001974985.1	GCF_001974985.1	ASM197498v1	36805	Microbacterium aurum	strain=KACC 15219	latest	Complete Genome	14	93.33	0.00
GCF_001975025.1	GCF_001975025.1	ASM197502v1	1642299	Streptomyces alfalfae	strain=ACCC40021	latest	Complete Genome	14	93.33	0.00
GCF_001975225.1	GCF_001975225.1	ASM197522v1	1300165	Kosakonia cowanii JCM 10956 = DSM 18146	strain=888-76	latest	Complete Genome	14	93.33	0.00
GCF_001975665.1	GCF_001975665.1	ASM197566v1	996801	Polaribacter reichenbachii	strain=6Alg 8T	latest	Complete Genome	14	93.33	0.00
GCF_001983935.1	GCF_001983935.1	ASM198393v1	1891926	Fuerstia marisgermanicae	strain=NH11	latest	Complete Genome	14	93.33	0.00
GCF_001975705.1	GCF_001975705.1	ASM197570v1	1250539	Pelagibaca abyssi	strain=JLT2014	latest	Complete Genome	14	93.33	0.00
GCF_001983995.1	GCF_001983995.1	ASM198399v1	930805	Halioglobus japonicus	strain=NBRC 107739	latest	Complete Genome	14	93.33	0.00
GCF_001983975.1	GCF_001983975.1	ASM198397v1	75293	Streptomyces autolyticus	strain=CGMCC0516	latest	Complete Genome	14	93.33	0.00
GCF_001988955.1	GCF_001988955.1	ASM198895v1	1178516	Spirosoma montaniterrae	strain=DY10	latest	Complete Genome	13	86.67	0.00
GCF_001989575.1	GCF_001989575.1	ASM198957v1	1849491	Auricoccus indicus	strain=S31	latest	Complete Genome	14	93.33	0.00
GCF_001997295.1	GCF_001997295.1	ASM199729v1	1610493	Tessaracoccus flavus	strain=RP1T	latest	Complete Genome	14	93.33	0.00
GCF_001998765.1	GCF_001998765.1	ASM199876v1	649756	Anaerostipes hadrus	strain=BPB5	latest	Complete Genome	14	93.33	0.00
GCF_001998885.1	GCF_001998885.1	ASM199888v1	633807	Vagococcus penaei	strain=CD276	latest	Complete Genome	14	93.33	0.00
GCF_001998865.1	GCF_001998865.1	ASM199886v1	399497	Tessaracoccus flavescens	strain=SST-39T	latest	Complete Genome	14	93.33	0.00
GCF_001999905.1	GCF_001999905.1	ASM199990v1	2213202	Planococcus sp. Y42	strain=Y42	latest	Complete Genome	14	93.33	0.00
GCF_001999245.1	GCF_001999245.1	ASM199924v1	187304	Labrenzia aggregata	strain=RMAR6-6	latest	Complete Genome	14	93.33	0.00
GCF_001999985.1	GCF_001999985.1	ASM199998v1	37372	Helicobacter bilis	strain=AAQJH	latest	Complete Genome	13	86.67	0.00
GCF_001999945.1	GCF_001999945.1	ASM199994v1	260552	Microbulbifer agarilyticus	strain=GP101	latest	Complete Genome	14	93.33	0.00
GCF_002000985.1	GCF_002000985.1	ASM200098v1	1258574	Streptococcus gallolyticus subsp. gallolyticus DSM 16831	strain=DSM 16831	latest	Complete Genome	14	93.33	0.00
GCF_002003265.1	GCF_002003265.1	ASM200326v1	147375	Paenibacillus larvae subsp. larvae	strain=ATCC 9545	latest	Complete Genome	14	93.33	0.00
GCF_002005145.1	GCF_002005145.1	ASM200514v1	1833852	Desulfotomaculum ferrireducens	strain=GSS09	latest	Complete Genome	14	93.33	0.00
GCF_002005165.1	GCF_002005165.1	ASM200516v1	1471761	Novibacillus thermophilus	strain=SG-1	latest	Complete Genome	14	93.33	6.67
GCF_002005365.1	GCF_002005365.1	ASM200536v1	643674	Paenalcaligenes hominis	strain=15S00501	latest	Complete Genome	12	80.00	0.00
GCF_002005305.1	GCF_002005305.1	ASM200530v1	225848	Shewanella psychrophila	strain=WP2	latest	Complete Genome	14	93.33	0.00
GCF_002005405.1	GCF_002005405.1	ASM200540v1	708126	Jeotgalibaca dankookensis	strain=EX-07	latest	Complete Genome	14	93.33	0.00
GCF_002005445.1	GCF_002005445.1	ASM200544v1	435	Acetobacter aceti	strain=TMW2.1153	latest	Complete Genome	14	93.33	0.00
GCF_002005465.1	GCF_002005465.1	ASM200546v1	320497	Neoasaia chiangmaiensis	strain=NBRC 101099	latest	Complete Genome	14	93.33	0.00
GCF_002006565.1	GCF_002006565.1	ASM200656v1	1076596	Acetobacter persici	strain=TMW2.1084	latest	Complete Genome	14	93.33	0.00
GCF_002007565.1	GCF_002007565.1	ASM200756v1	1686310	Bartonella apis	strain=BBC0122	latest	Complete Genome	14	93.33	0.00
GCF_002007745.1	GCF_002007745.1	ASM200774v1	758802	Mycolicibacterium litorale	strain=F4	latest	Complete Genome	14	93.33	0.00
GCF_002021925.1	GCF_002021925.1	ASM202192v1	1660067	Campylobacter pinnipediorum subsp. pinnipediorum	strain=RM17260	latest	Complete Genome	14	93.33	0.00
GCF_002009175.1	GCF_002009175.1	ASM200917v1	193462	Streptomyces niveus	strain=SCSIO 3406	latest	Complete Genome	14	93.33	0.00
GCF_002024185.1	GCF_002024185.1	ASM202418v1	195	Campylobacter coli	strain=aerotolerant OR12	latest	Complete Genome	14	93.33	0.00
GCF_002024265.1	GCF_002024265.1	ASM202426v1	86664	Bacillus flexus	strain=KLBMP 4941	latest	Complete Genome	14	93.33	0.00
GCF_002025645.1	GCF_002025645.1	ASM202564v1	69373	Curtobacterium pusillum	strain=AA3	latest	Complete Genome	14	93.33	0.00
GCF_002025665.1	GCF_002025665.1	ASM202566v1	253	Chryseobacterium indologenes	strain=AA5	latest	Complete Genome	14	93.33	0.00
GCF_002025725.1	GCF_002025725.1	ASM202572v1	2014887	Herbaspirillum robiniae	strain=AA6	latest	Complete Genome	14	93.33	0.00
GCF_002028405.1	GCF_002028405.1	ASM202840v1	926	Thiomonas intermedia	strain=ATCC 15466	latest	Complete Genome	14	93.33	0.00
GCF_002056725.1	GCF_002056725.1	ASM205672v1	225992	Comamonas kerstersii	strain=8943	latest	Complete Genome	14	93.33	0.00
GCF_002043005.1	GCF_002043005.1	ASM204300v1	1122214	Martelella mediterranea DSM 17316	strain=MACL11	latest	Complete Genome	14	93.33	0.00
GCF_002056795.1	GCF_002056795.1	ASM205679v1	1211326	Spirosoma aerolatum	strain=KACC 17939	latest	Complete Genome	14	93.33	0.00
GCF_002067135.1	GCF_002067135.1	ASM206713v1	564064	Spirosoma rigui	strain=KCTC 12531	latest	Complete Genome	14	93.33	0.00
GCF_002073715.2	GCF_002073715.2	ASM207371v2	490	Neisseria sicca	strain=FDAARGOS_260	latest	Complete Genome	14	93.33	0.00
GCF_002075105.1	GCF_002075105.1	ASM207510v1	83683	Lactobacillus amylolyticus	strain=L6	latest	Complete Genome	14	93.33	0.00
GCF_002074155.1	GCF_002074155.1	ASM207415v1	29341	Clostridium argentinense	strain=89G	latest	Complete Genome	14	93.33	0.00
GCF_002073635.2	GCF_002073635.2	ASM207363v2	147645	Paracoccus yeei	strain=FDAARGOS_252	latest	Complete Genome	14	93.33	0.00
GCF_002075285.2	GCF_002075285.2	ASM207528v2	1641165	Halomicronema hongdechloris C2206	strain=C2206	latest	Complete Genome	14	93.33	0.00
GCF_002075795.1	GCF_002075795.1	ASM207579v1	93973	Shewanella japonica	strain=KCTC 22435	latest	Complete Genome	14	93.33	0.00
GCF_002079945.1	GCF_002079945.1	ASM207994v1	1510841	Parasaccharibacter apium	strain=G7_7_3c	latest	Complete Genome	14	93.33	0.00
GCF_002080395.1	GCF_002080395.1	ASM208039v1	28898	Campylobacter helveticus	strain=ATCC 51209	latest	Complete Genome	14	93.33	0.00
GCF_002080415.1	GCF_002080415.1	ASM208041v1	215743	Roseovarius mucosus	strain=SMR3	latest	Complete Genome	14	93.33	0.00
GCF_002082015.1	GCF_002082015.1	ASM208201v1	1571	Sporosarcina ureae	strain=P17a	latest	Complete Genome	14	93.33	0.00
GCF_002080435.1	GCF_002080435.1	ASM208043v1	76947	Sphingobium herbicidovorans	strain=MH	latest	Complete Genome	14	93.33	0.00
GCF_002082605.1	GCF_002082605.1	ASM208260v1	1894	Kitasatospora aureofaciens	strain=DM-1	latest	Complete Genome	14	93.33	0.00
GCF_002101335.1	GCF_002101335.1	ASM210133v1	155085	Staphylococcus lutrae	strain=ATCC 700373	latest	Complete Genome	14	93.33	0.00
GCF_002097535.1	GCF_002097535.1	ASM209753v1	402384	Halobacillus mangrovi	strain=KTB 131	latest	Complete Genome	14	93.33	0.00
GCF_002096055.1	GCF_002096055.1	ASM209605v1	1619308	Cnuibacter physcomitrellae	strain=XA(T)	latest	Complete Genome	14	93.33	0.00
GCF_002101395.1	GCF_002101395.1	ASM210139v1	1891675	Pantoea alhagi	strain=LTYR-11Z	latest	Complete Genome	14	93.33	0.00
GCF_002104335.1	GCF_002104335.1	ASM210433v1	1121267	Campylobacter cuniculorum DSM 23162 = LMG 24588	strain=LMG 24588	latest	Complete Genome	14	93.33	0.00
GCF_002105555.1	GCF_002105555.1	ASM210555v1	1945662	Paracoccus contaminans	strain=RKI 16-01929T=LMG 29738T=CCM 8701T=CIP 111112T	latest	Complete Genome	14	93.33	0.00
GCF_002105755.1	GCF_002105755.1	ASM210575v1	1041522	Mycobacterium colombiense CECT 3035	strain=CECT 3035	latest	Complete Genome	14	93.33	0.00
GCF_002109385.1	GCF_002109385.1	ASM210938v1	199441	Bacillus krulwichiae	strain=AM31D	latest	Complete Genome	14	93.33	0.00
GCF_002116905.1	GCF_002116905.1	ASM211690v1	946333	Rhizobacter gummiphilus	strain=NS21	latest	Complete Genome	14	93.33	0.00
GCF_002117085.1	GCF_002117085.1	ASM211708v1	319236	Nonlabens sediminis	strain=NBRC 100970	latest	Complete Genome	14	93.33	0.00
GCF_002117105.1	GCF_002117105.1	ASM211710v1	716816	Oceanicoccus sagamiensis	strain=NBRC 107125	latest	Complete Genome	14	93.33	0.00
GCF_002117405.1	GCF_002117405.1	ASM211740v1	655015	Methylocystis bryophila	strain=S285	latest	Complete Genome	14	93.33	0.00
GCF_002117445.1	GCF_002117445.1	ASM211744v1	92947	Ketogulonicigenium robustum	strain=SPU_B003	latest	Complete Genome	14	93.33	0.00
GCF_002119665.1	GCF_002119665.1	ASM211966v1	463040	Bordetella genomosp. 13	strain=AU7206	latest	Complete Genome	14	93.33	0.00
GCF_002119805.1	GCF_002119805.1	ASM211980v1	1855823	Macrococcus canis	strain=KM45013	latest	Complete Genome	14	93.33	0.00
GCF_002119765.1	GCF_002119765.1	ASM211976v1	1235591	Pseudorhodoplanes sinuspersici	strain=RIPI110	latest	Complete Genome	14	93.33	0.00
GCF_002127965.1	GCF_002127965.1	ASM212796v1	847	Oxalobacter formigenes	strain=HC-1	latest	Complete Genome	14	93.33	0.00
GCF_002156705.1	GCF_002156705.1	ASM215670v1	745377	Natronolimnobius aegyptiacus	strain=JW/NM-HA 15	latest	Complete Genome	14	93.33	6.67
GCF_002142615.1	GCF_002142615.1	ASM214261v1	85581	Photobacterium damselae subsp. damselae	strain=KC-Na-1	latest	Complete Genome	14	93.33	0.00
GCF_002142495.1	GCF_002142495.1	ASM214249v1	1260963	Leptolyngbya boryana dg5	strain=dg5	latest	Complete Genome	14	93.33	0.00
GCF_002157205.1	GCF_002157205.1	ASM215720v1	157779	Kushneria marisflavi	strain=SW32	latest	Complete Genome	14	93.33	0.00
GCF_002157855.1	GCF_002157855.1	ASM215785v1	79883	Bacillus horikoshii	strain=20a	latest	Complete Genome	14	93.33	0.00
GCF_002157895.1	GCF_002157895.1	ASM215789v1	1416627	Oceanisphaera profunda	strain=SM1222	latest	Complete Genome	14	93.33	0.00
GCF_002158865.1	GCF_002158865.1	ASM215886v1	1082851	Comamonas serinivorans	strain=DSM 26136	latest	Complete Genome	14	93.33	0.00
GCF_002158905.1	GCF_002158905.1	ASM215890v1	245188	Yoonia vestfoldensis	strain=SMR4r	latest	Complete Genome	14	93.33	0.00
GCF_002162335.1	GCF_002162335.1	ASM216233v1	1710	Cellulosimicrobium cellulans	strain=PSBB019	latest	Complete Genome	14	93.33	0.00
GCF_002162375.1	GCF_002162375.1	ASM216237v1	141451	Oleiphilus messinensis	strain=ME102	latest	Complete Genome	14	93.33	0.00
GCF_002163585.1	GCF_002163585.1	ASM216358v1	53336	Tatumella citrea	strain=DSM 13699	latest	Complete Genome	14	93.33	0.00
GCF_002163975.1	GCF_002163975.1	ASM216397v1	1940762	Nostocales cyanobacterium HT-58-2	strain=HT-58-2	latest	Complete Genome	14	93.33	0.00
GCF_002173495.1	GCF_002173495.1	ASM217349v1	1452	Bacillus atrophaeus	strain=SRCM101359	latest	Complete Genome	14	93.33	0.00
GCF_002189675.2	GCF_002189675.2	ASM218967v2	67267	Streptomyces alboflavus	strain=MDJK44	latest	Complete Genome	14	93.33	0.00
GCF_002192415.1	GCF_002192415.1	ASM219241v1	414771	Paenibacillus donghaensis	strain=KCTC 13049	latest	Complete Genome	14	93.33	0.00
GCF_002192455.1	GCF_002192455.1	ASM219245v1	1940	Streptomyces albireticuli	strain=MDJK11	latest	Complete Genome	14	93.33	0.00
GCF_002196515.1	GCF_002196515.1	ASM219651v1	687	Vibrio gazogenes	strain=ATCC 43942	latest	Complete Genome	14	93.33	0.00
GCF_002201795.1	GCF_002201795.1	ASM220179v1	889453	Alkalitalea saponilacus	strain=SC/BZ-SP2	latest	Complete Genome	14	93.33	0.00
GCF_002208135.1	GCF_002208135.1	ASM220813v1	43662	Pseudoalteromonas piscicida	strain=DE2-B	latest	Complete Genome	14	93.33	6.67
GCF_002208805.2	GCF_002208805.2	ASM220880v2	170573	Staphylococcus pettenkoferi	strain=FDAARGOS_288	latest	Complete Genome	14	93.33	0.00
GCF_002208825.2	GCF_002208825.2	ASM220882v2	41276	Brevundimonas vesicularis	strain=FDAARGOS_289	latest	Complete Genome	14	93.33	0.00
GCF_002209165.2	GCF_002209165.2	ASM220916v2	1296	Staphylococcus sciuri	strain=FDAARGOS_285	latest	Complete Genome	14	93.33	0.00
GCF_002209185.2	GCF_002209185.2	ASM220918v2	38289	Corynebacterium jeikeium	strain=FDAARGOS_328	latest	Complete Genome	14	93.33	0.00
GCF_002209385.1	GCF_002209385.1	ASM220938v1	1704499	Methylovulum psychrotolerans	strain=HV10_M2	latest	Complete Genome	14	93.33	0.00
GCF_002211765.1	GCF_002211765.1	ASM221176v1	1096243	Idiomarina piscisalsi	strain=10PY1A	latest	Complete Genome	14	93.33	0.00
GCF_002211785.1	GCF_002211785.1	ASM221178v1	549298	Francisella halioticida	strain=DSM 23729	latest	Complete Genome	14	93.33	0.00
GCF_002214365.1	GCF_002214365.1	ASM221436v1	1293037	Thermococcus celer Vu 13 = JCM 8558	strain=Vu 13	latest	Complete Genome	14	93.33	0.00
GCF_002214385.1	GCF_002214385.1	ASM221438v1	71997	Thermococcus gorgonarius	strain=W-12	latest	Complete Genome	14	93.33	0.00
GCF_002214465.1	GCF_002214465.1	ASM221446v1	54077	Thermococcus barossii	strain=SHCK-94	latest	Complete Genome	14	93.33	0.00
GCF_002214485.1	GCF_002214485.1	ASM221448v1	71998	Thermococcus pacificus	strain=P-4	latest	Complete Genome	14	93.33	0.00
GCF_002214505.1	GCF_002214505.1	ASM221450v1	72803	Thermococcus siculi	strain=RG-20	latest	Complete Genome	14	93.33	0.00
GCF_002214545.1	GCF_002214545.1	ASM221454v1	277988	Thermococcus thioreducens	strain=OGL-20P	latest	Complete Genome	14	93.33	0.00
GCF_002214585.1	GCF_002214585.1	ASM221458v1	49899	Thermococcus profundus	strain=DT 5432	latest	Complete Genome	14	93.33	0.00
GCF_002214645.1	GCF_002214645.1	ASM221464v1	1546149	Diaphorobacter polyhydroxybutyrativorans	strain=SL-205	latest	Complete Genome	14	93.33	0.00
GCF_002215135.1	GCF_002215135.1	ASM221513v1	672	Vibrio vulnificus	strain=CECT 4999	latest	Complete Genome	14	93.33	0.00
GCF_002215215.1	GCF_002215215.1	ASM221521v1	1192854	Granulosicoccus antarcticus IMCC3135	strain=IMCC3135	latest	Complete Genome	14	93.33	0.00
GCF_002218195.1	GCF_002218195.1	ASM221819v1	266812	Sphingorhabdus flavimaris	strain=SMR4y	latest	Complete Genome	14	93.33	0.00
GCF_002220735.1	GCF_002220735.1	ASM222073v1	1031920	Campylobacter sputorum bv. faecalis CCUG 20703	strain=CCUG 20703	latest	Complete Genome	14	93.33	0.00
GCF_002218245.1	GCF_002218245.1	ASM221824v1	473426	Xanthomonas citri pv. vignicola	strain=CFBP7111	latest	Complete Genome	14	93.33	0.00
GCF_002221525.1	GCF_002221525.1	ASM222152v1	1314869	Pseudoalteromonas espejiana DSM 9414	strain=ATCC 29659	latest	Complete Genome	14	93.33	0.00
GCF_002222615.2	GCF_002222615.2	ASM222261v2	47678	Bacteroides caccae	strain=ATCC 43185	latest	Complete Genome	14	93.33	0.00
GCF_002222655.1	GCF_002222655.1	ASM222265v1	63	Vitreoscilla filiformis	strain=ATCC 15551	latest	Complete Genome	14	93.33	0.00
GCF_002222635.1	GCF_002222635.1	ASM222263v1	1402135	Sulfitobacter pseudonitzschiae	strain=SMR1	latest	Complete Genome	14	93.33	0.00
GCF_002224425.1	GCF_002224425.1	ASM222442v1	28038	Lactobacillus curvatus	strain=MRS6	latest	Complete Genome	14	93.33	0.00
GCF_002224365.1	GCF_002224365.1	ASM222436v1	163877	Virgibacillus necropolis	strain=LMG 19488	latest	Complete Genome	14	93.33	0.00
GCF_002224565.1	GCF_002224565.1	ASM222456v1	1599	Lactobacillus sakei	strain=FAM18311	latest	Complete Genome	14	93.33	0.00
GCF_002224645.1	GCF_002224645.1	ASM222464v1	51515	Dehalobacterium formicoaceticum	strain=DMC	latest	Complete Genome	14	93.33	0.00
GCF_002234535.1	GCF_002234535.1	ASM223453v1	1470176	Actinoalloteichus hoggarensis	strain=DSM 45943	latest	Complete Genome	14	93.33	0.00
GCF_002237615.1	GCF_002237615.1	ASM223761v1	192812	Erythrobacter flavus	strain=VG1	latest	Complete Genome	14	93.33	0.00
GCF_002234495.1	GCF_002234495.1	ASM223449v1	616991	Arenibacter algicola	strain=SMS7	latest	Complete Genome	14	93.33	0.00
GCF_002240035.1	GCF_002240035.1	ASM224003v1	1867846	Legionella clemsonensis	strain=CDC-D5610	latest	Complete Genome	14	93.33	0.00
GCF_900016785.1	GCF_900016785.1	BTsPazieg1.0	98804	Buchnera aphidicola (Tuberolachnus salignus)	strain=BTs	latest	Complete Genome	14	93.33	0.00
GCF_002240375.1	GCF_002240375.1	ASM224037v1	1601	Lactobacillus agilis	strain=La3	latest	Complete Genome	14	93.33	0.00
GCF_002240355.1	GCF_002240355.1	ASM224035v1	530584	Prauserella marina	strain=DSM 45268	latest	Complete Genome	14	93.33	0.00
GCF_900070355.1	GCF_900070355.1	S2_rcS3_S1_rcS3	472569	Devriesea agamarum	strain=IMP2	latest	Complete Genome	14	93.33	0.00
GCF_900078695.1	GCF_900078695.1	H044680328	123899	Bordetella trematum	strain=H044680328	latest	Complete Genome	14	93.33	0.00
GCF_900078775.1	GCF_900078775.1	ASM90007877v1	1791	Mycolicibacterium aurum	NA	latest	Complete Genome	13	86.67	0.00
GCF_900079115.1	GCF_900079115.1	SSOP1	2287	Saccharolobus solfataricus	strain=P1	latest	Complete Genome	13	86.67	0.00
GCF_900086555.1	GCF_900086555.1	34903_D01	28091	Neisseria weaveri	strain=NCTC13585	latest	Complete Genome	14	93.33	0.00
GCF_900087055.1	GCF_900087055.1	31289_E01	703	Plesiomonas shigelloides	strain=NCTC10360	latest	Complete Genome	14	93.33	0.00
